input_id	path	role	trust_grade	frozen_ref	sha256_observed	sha256_expected	expected_source	verdict	bytes
rt07_g4b:docs/STAGE1_METADATA_ROLE.md	results/rt07_g4b_production_mapper/docs/STAGE1_METADATA_ROLE.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	965a56424c806db1ee46b824ba3b626bb3fb4c6d6606e97ec42ba80a11751dde	965a56424c806db1ee46b824ba3b626bb3fb4c6d6606e97ec42ba80a11751dde	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3466
rt07_g4b:env.lock	results/rt07_g4b_production_mapper/env.lock	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ba6c8519a1b5bf5a9eee67dc798a1cc3f4871c005a61ce5098ccad0ca47ab6cc	ba6c8519a1b5bf5a9eee67dc798a1cc3f4871c005a61ce5098ccad0ca47ab6cc	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	20442
rt07_g4b:INPUTS.tsv	results/rt07_g4b_production_mapper/INPUTS.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	a93188b0c296f05b8443c359d5b55ebb092bea16238e7864b583a29ff46c5d5d	a93188b0c296f05b8443c359d5b55ebb092bea16238e7864b583a29ff46c5d5d	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2432
rt07_g4b:MANIFEST.tsv	results/rt07_g4b_production_mapper/MANIFEST.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	7043af790aab5fe2d90963b91b8f0173bf30e0f3cbff2c1636c32ae1b3ad6435	7043af790aab5fe2d90963b91b8f0173bf30e0f3cbff2c1636c32ae1b3ad6435	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2797
rt07_g4b:PRODUCTION_SPEC.md	results/rt07_g4b_production_mapper/PRODUCTION_SPEC.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	419700cf94905bade29098cb150d864385002166d7719586a151e277c657da2f	419700cf94905bade29098cb150d864385002166d7719586a151e277c657da2f	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	18851
rt07_g4b:PROVENANCE.md	results/rt07_g4b_production_mapper/PROVENANCE.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ac8b81af91b9e8514c17d8808cb3a024137cffde2e3dd732e69558c26399c043	ac8b81af91b9e8514c17d8808cb3a024137cffde2e3dd732e69558c26399c043	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3525
rt07_g4b:README.md	results/rt07_g4b_production_mapper/README.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	9be41acdf0405d401ffb278e249dc52af8c4f6b691415a02c491400fcde2a643	9be41acdf0405d401ffb278e249dc52af8c4f6b691415a02c491400fcde2a643	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	6272
rt07_g4b:run.sh	results/rt07_g4b_production_mapper/run.sh	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	afecbd3d5b47634d9b07f207766d671d52d421a524c11304f62b7b77552882d4	afecbd3d5b47634d9b07f207766d671d52d421a524c11304f62b7b77552882d4	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2693
rt07_g4b:scripts/check_repairs.py	results/rt07_g4b_production_mapper/scripts/check_repairs.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	581c089d150f2bf7ba6a8263491131d930eecac23a9b8ac26ae91df84f05536e	581c089d150f2bf7ba6a8263491131d930eecac23a9b8ac26ae91df84f05536e	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	12817
rt07_g4b:scripts/check_smoke.py	results/rt07_g4b_production_mapper/scripts/check_smoke.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	57a5fd1f8856d1bb6c217fa948293730ff1c602c276a2089846841414c13381c	57a5fd1f8856d1bb6c217fa948293730ff1c602c276a2089846841414c13381c	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	10487
rt07_g4b:scripts/make_smoke_input.py	results/rt07_g4b_production_mapper/scripts/make_smoke_input.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	70b753c7aea177ab293b4a862a2efac23772bfbbb046656b16729af7381bee9b	70b753c7aea177ab293b4a862a2efac23772bfbbb046656b16729af7381bee9b	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3375
rt07_g4b:scripts/measure_throughput.py	results/rt07_g4b_production_mapper/scripts/measure_throughput.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	51df5a717ee1cf77b14152e0cee8c31b95ef4c2671fc22f233544d51cb713cf3	51df5a717ee1cf77b14152e0cee8c31b95ef4c2671fc22f233544d51cb713cf3	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	7063
rt07_g4b:scripts/run_smoke.sh	results/rt07_g4b_production_mapper/scripts/run_smoke.sh	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	d92c839fc8ddca06ca19c859c5e4b334330c17ffdf4b1702ebc0ccc11143a98b	d92c839fc8ddca06ca19c859c5e4b334330c17ffdf4b1702ebc0ccc11143a98b	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	1966
rt07_g4b:scripts/test_production_freeze.py	results/rt07_g4b_production_mapper/scripts/test_production_freeze.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ddf73d2bbe057a9a7b801177c8c3b3ffbea52f6d9cb0543864b371c3cc1973db	ddf73d2bbe057a9a7b801177c8c3b3ffbea52f6d9cb0543864b371c3cc1973db	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	13778
rt07_g4b:tables/g4b_domain_scoring_repair_evidence.tsv	results/rt07_g4b_production_mapper/tables/g4b_domain_scoring_repair_evidence.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	e632bb47e357c0ca20a92a3993d35d61615488b981aaa99f1de9418bc384162a	e632bb47e357c0ca20a92a3993d35d61615488b981aaa99f1de9418bc384162a	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	1890
rt07_g4b:tables/g4b_repair_no_science_change.tsv	results/rt07_g4b_production_mapper/tables/g4b_repair_no_science_change.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ccdb548ef610135d212ad9bb2327de7ded822a6468c81eb06b46617325c63441	ccdb548ef610135d212ad9bb2327de7ded822a6468c81eb06b46617325c63441	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	1346
rt07_g4b:tables/g4b_throughput_measurement.tsv	results/rt07_g4b_production_mapper/tables/g4b_throughput_measurement.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	66b1047b26f3db1768d342d2415c6009fcdff4347bdc73c72ab6cb0ef941bdc0	66b1047b26f3db1768d342d2415c6009fcdff4347bdc73c72ab6cb0ef941bdc0	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2048
rt07_g4b:tables/pre_repair_snapshot/README.md	results/rt07_g4b_production_mapper/tables/pre_repair_snapshot/README.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ea0cabb9480b72e56b53d5248d6b1ae7f1a0bbb32cb86a421046bf48b4c3d27f	ea0cabb9480b72e56b53d5248d6b1ae7f1a0bbb32cb86a421046bf48b4c3d27f	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	1346
rt07_g4b:tables/pre_repair_snapshot/smoke.failures.tsv	results/rt07_g4b_production_mapper/tables/pre_repair_snapshot/smoke.failures.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	10ff4ee9e9471bd68f484585135530a3fdae15cc70d7767d132865442d65d0ef	10ff4ee9e9471bd68f484585135530a3fdae15cc70d7767d132865442d65d0ef	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	552
rt07_g4b:tables/pre_repair_snapshot/smoke.provenance.tsv	results/rt07_g4b_production_mapper/tables/pre_repair_snapshot/smoke.provenance.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	263d089dc3a5c0c8a141b9d13a18545d07f1f019dbd99f107137fb4159655d86	263d089dc3a5c0c8a141b9d13a18545d07f1f019dbd99f107137fb4159655d86	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	1817
rt07_g4b:tables/pre_repair_snapshot/smoke.sequences.tsv	results/rt07_g4b_production_mapper/tables/pre_repair_snapshot/smoke.sequences.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	7366f419a7520958c8797bd03b3d889f99e4a50bd2d6880ac67f660e8abdfce6	7366f419a7520958c8797bd03b3d889f99e4a50bd2d6880ac67f660e8abdfce6	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	5723
rt07_g4b:tables/pre_repair_snapshot/smoke.states.tsv	results/rt07_g4b_production_mapper/tables/pre_repair_snapshot/smoke.states.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	a63c5b317b229dec0249cf549ea310603505131d555dac8694fd1aec185a771d	a63c5b317b229dec0249cf549ea310603505131d555dac8694fd1aec185a771d	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	506188
rt07_g4b:tables/smoke_failures.tsv	results/rt07_g4b_production_mapper/tables/smoke_failures.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	a77f93763bed1ff7609abbff9b536555647d524686926f3da0dd8d8c339dafd5	a77f93763bed1ff7609abbff9b536555647d524686926f3da0dd8d8c339dafd5	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	561
rt07_g4b:tables/smoke_input.faa	results/rt07_g4b_production_mapper/tables/smoke_input.faa	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	eb61e9a4b55c9a502c0a3a1894bc5d9b5e4656d2f8f0d27e6e891bd3976a66b9	eb61e9a4b55c9a502c0a3a1894bc5d9b5e4656d2f8f0d27e6e891bd3976a66b9	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	10286
rt07_g4b:tables/smoke_provenance.tsv	results/rt07_g4b_production_mapper/tables/smoke_provenance.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	04948a5e19afb916d937e5368cdb7993d9a025b866e907b4c649ff1daef76b19	04948a5e19afb916d937e5368cdb7993d9a025b866e907b4c649ff1daef76b19	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2318
rt07_g4b:tables/smoke_run.log	results/rt07_g4b_production_mapper/tables/smoke_run.log	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	75220a3034aa162e8a47eb690142d159e05047dc8c786c394cece71d8ac2c35c	75220a3034aa162e8a47eb690142d159e05047dc8c786c394cece71d8ac2c35c	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	11567
rt07_g4b:tables/smoke_sequences.tsv	results/rt07_g4b_production_mapper/tables/smoke_sequences.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	16040edb1b13fcd4feb98572cf6593a2f5f1a058b4ba576c5d5ac528223aaac2	16040edb1b13fcd4feb98572cf6593a2f5f1a058b4ba576c5d5ac528223aaac2	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	5723
rt07_g4b:tables/smoke_states.tsv	results/rt07_g4b_production_mapper/tables/smoke_states.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	9cdade798679e6e4b0bcb2ee96228d3ef3070eec01c389320b6578197ceeae2e	9cdade798679e6e4b0bcb2ee96228d3ef3070eec01c389320b6578197ceeae2e	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	506188
rt07_g4b:verify.sh	results/rt07_g4b_production_mapper/verify.sh	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	6278f5a5282aacca76138492f4457dc95f4042d0283d454607c50cf99af25339	6278f5a5282aacca76138492f4457dc95f4042d0283d454607c50cf99af25339	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3969
3B_K5_closure	analysis/stage3b_design/G2_DECOY_AUDIT_AND_K5_CLOSURE.md	permitted 3B statements and miss breakdown	FROZEN	c0592f0	9bf814d78082a92b638fe338573420cc4b0465170280fcf9865ede4e5f9c4613	9bf814d78082a92b638fe338573420cc4b0465170280fcf9865ede4e5f9c4613	git blob c0592f0	MATCH	9536
3B_launcher	launchers/LAUNCHER_03B_catalytic_site_architecture.md	3B closure banner	FROZEN	c0592f0	2385cceaaf0d63e3c7c8d68b41bd54b6bb10186e4f5402be6003646c9158ee01	2385cceaaf0d63e3c7c8d68b41bd54b6bb10186e4f5402be6003646c9158ee01	git blob c0592f0	MATCH	18160
stage2_structure_inventory	results/rt07_pre_g4_scope_separation/tables/structure_reference_inventory.tsv	anchor-set membership per structure (mapper independence)	FROZEN	67c137ba	f2ecd967670effd463abc8b98c9c0e72d5c3e2445cd242f59538d1022952ef30	f2ecd967670effd463abc8b98c9c0e72d5c3e2445cd242f59538d1022952ef30	git blob 67c137ba	MATCH	8036
dbchar_rt_hash_convention	results/dbchar_g2_canonical_units/scripts/g2lib.py	rt_hash join-key definition	FROZEN	67c137ba	eb686fe4708016e95b17b400b905cc9aa9eb94813acc4901768fcdfea2d4eeb4	eb686fe4708016e95b17b400b905cc9aa9eb94813acc4901768fcdfea2d4eeb4	git blob 67c137ba	MATCH	9470
stage2:g7a_state_to_residue.tsv	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/g7a_state_to_residue.tsv	Stage-2 closed state (results/rt07_g7a_rt0_rt7_bridge/tables/g7a_state_to_residue.tsv)	FROZEN	main 94a1a78868	85c656fc398117490aed4ae04ea63333ca4e32038c18337f08340b0922b60527	85c656fc398117490aed4ae04ea63333ca4e32038c18337f08340b0922b60527	git blob 94a1a78868:results/rt07_g7a_rt0_rt7_bridge/tables/g7a_state_to_residue.tsv	MATCH	23806
stage2:g7a_crosswalk_resolved.tsv	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/g7a_crosswalk_resolved.tsv	Stage-2 closed state (results/rt07_g7a_rt0_rt7_bridge/tables/g7a_crosswalk_resolved.tsv)	FROZEN	main 94a1a78868	7a9262fd309fbf6bb85a8e683b813b049ef69125b1df7fa30b9d5d0b127f5d84	7a9262fd309fbf6bb85a8e683b813b049ef69125b1df7fa30b9d5d0b127f5d84	git blob 94a1a78868:results/rt07_g7a_rt0_rt7_bridge/tables/g7a_crosswalk_resolved.tsv	MATCH	8070
stage2:g7a_panel_results.tsv	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/g7a_panel_results.tsv	Stage-2 closed state (results/rt07_g7a_rt0_rt7_bridge/tables/g7a_panel_results.tsv)	FROZEN	main 94a1a78868	1b4771001bbee652e6ee09c24f47897a29267e6b20c5582c080968bca1235696	1b4771001bbee652e6ee09c24f47897a29267e6b20c5582c080968bca1235696	git blob 94a1a78868:results/rt07_g7a_rt0_rt7_bridge/tables/g7a_panel_results.tsv	MATCH	616
stage2:g7a_closure_decision.tsv	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/g7a_closure_decision.tsv	Stage-2 closed state (results/rt07_g7a_rt0_rt7_bridge/tables/g7a_closure_decision.tsv)	FROZEN	main 94a1a78868	094d4f5e90a8173ee27b7916002b85970f6a58ca6587e14354e1e2192d50223d	094d4f5e90a8173ee27b7916002b85970f6a58ca6587e14354e1e2192d50223d	git blob 94a1a78868:results/rt07_g7a_rt0_rt7_bridge/tables/g7a_closure_decision.tsv	MATCH	7695
stage2:g7a_closure_decision_erratum_2026-09-19.tsv	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/g7a_closure_decision_erratum_2026-09-19.tsv	Stage-2 closed state (docs/errata/g7a_closure_decision_erratum_2026-09-19.tsv)	FROZEN	main 94a1a78868	45e199e65b88b552fb7de31625c6ebe26520c91dd9a41e40081aa8a36babeecd	45e199e65b88b552fb7de31625c6ebe26520c91dd9a41e40081aa8a36babeecd	git blob 94a1a78868:docs/errata/g7a_closure_decision_erratum_2026-09-19.tsv	MATCH	5324
stage2:2026-09-19_stage2_closed.md	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/2026-09-19_stage2_closed.md	Stage-2 closed state (docs/decisions/2026-09-19_stage2_closed.md)	FROZEN	main 94a1a78868	7cbc8e47a12719fc80d2296882a86841cbb5e56a62a14a690434453d71c22084	7cbc8e47a12719fc80d2296882a86841cbb5e56a62a14a690434453d71c22084	git blob 94a1a78868:docs/decisions/2026-09-19_stage2_closed.md	MATCH	5263
stage2:2026-09-19_stage2_g7a_review_errata.md	analysis/stage3c_architecture_integration/inputs/stage2_94a1a788/2026-09-19_stage2_g7a_review_errata.md	Stage-2 closed state (docs/decisions/2026-09-19_stage2_g7a_review_errata.md)	FROZEN	main 94a1a78868	cceeab74b9278f362406ab7fd7d47c0eccc71981444950f9e7e2c2445464676c	cceeab74b9278f362406ab7fd7d47c0eccc71981444950f9e7e2c2445464676c	git blob 94a1a78868:docs/decisions/2026-09-19_stage2_g7a_review_errata.md	MATCH	10106
coords:1RTD	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns_rt17/cache/cif/1RTD.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	2e93fceb806370999b6d5ac7f7a795c7d5d991488f675caeac48e78e559612d8	2e93fceb806370999b6d5ac7f7a795c7d5d991488f675caeac48e78e559612d8	STRUCTURE_REGISTER.tsv	MATCH	1928440
coords:23OR	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/23OR.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	f384cd50f2de200705f58958d24eb6019585bfb4ba0417a36df971d1fa11ef38	f384cd50f2de200705f58958d24eb6019585bfb4ba0417a36df971d1fa11ef38	STRUCTURE_REGISTER.tsv	MATCH	4345438
coords:24NC	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/24NC.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	c2e7ef8cd318ceabd1d6b0ca21a9952c07eab01e0d87d77f2ff7e98b11ad744a	c2e7ef8cd318ceabd1d6b0ca21a9952c07eab01e0d87d77f2ff7e98b11ad744a	STRUCTURE_REGISTER.tsv	MATCH	2753924
coords:26CZ	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/26CZ.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	27b99a473dbc7f737dc39e4d68457d50b2d6fbfb4592f05bc891d47f9b452ecb	27b99a473dbc7f737dc39e4d68457d50b2d6fbfb4592f05bc891d47f9b452ecb	STRUCTURE_REGISTER.tsv	MATCH	720272
coords:5G2X	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/crystal_structures/5G2X.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	c6115a999011c1abd55b85f03f7c56e1d483b1d5ff2b1acb57a270b3141ae55e	c6115a999011c1abd55b85f03f7c56e1d483b1d5ff2b1acb57a270b3141ae55e	STRUCTURE_REGISTER.tsv	MATCH	1960128
coords:5HHJ	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/5HHJ.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	310ebf132222f5edc4b33a0eb518b843b47b4cbce4a3a544d81f5a7f1ce0d801	310ebf132222f5edc4b33a0eb518b843b47b4cbce4a3a544d81f5a7f1ce0d801	STRUCTURE_REGISTER.tsv	MATCH	1547970
coords:5HHK	/tmp/claude-1000/g1cif/5HHK.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	80f275ee60b734d9645706d526c8dc6943cf5a8b4018c64b427156177c0697a5	80f275ee60b734d9645706d526c8dc6943cf5a8b4018c64b427156177c0697a5	STRUCTURE_REGISTER.tsv	MATCH	1074174
coords:5HHL	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/5HHL.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	822f3db2cf2aa6c2673cfcd86a2733a9d7ef38df8c2b30c63628e65120b65ac7	822f3db2cf2aa6c2673cfcd86a2733a9d7ef38df8c2b30c63628e65120b65ac7	STRUCTURE_REGISTER.tsv	MATCH	3621384
coords:5VBS	/tmp/claude-1000/g1cif/5VBS.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	3a1b50b8bfb8f470a3d076060e060ee1c9dfe06f64c1eafc5265f342688999dc	3a1b50b8bfb8f470a3d076060e060ee1c9dfe06f64c1eafc5265f342688999dc	STRUCTURE_REGISTER.tsv	MATCH	339874
coords:6AR1	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/crystal_structures/6AR1.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	06bf8af54e5662a6f50cf26cd57d7b2769ca3c1f776554fed0805e76107a7953	06bf8af54e5662a6f50cf26cd57d7b2769ca3c1f776554fed0805e76107a7953	STRUCTURE_REGISTER.tsv	MATCH	1613031
coords:6ME0	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/6ME0.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	5c9d3ab04020c681d2ea59617b02dd423fa84b1a93fe7719476a261c584fa4c8	5c9d3ab04020c681d2ea59617b02dd423fa84b1a93fe7719476a261c584fa4c8	STRUCTURE_REGISTER.tsv	MATCH	2500899
coords:6MEC	/tmp/claude-1000/g1cif/6MEC.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	eaf46bb0add4e39229c7af673174297fc0d48fa071496dcc6c349f10727cff7c	eaf46bb0add4e39229c7af673174297fc0d48fa071496dcc6c349f10727cff7c	STRUCTURE_REGISTER.tsv	MATCH	2474831
coords:7KFT	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/7KFT.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	161611c2c16441ec83766a975e9a3ddfb3f9048e3ace701efee971d578e59100	161611c2c16441ec83766a975e9a3ddfb3f9048e3ace701efee971d578e59100	STRUCTURE_REGISTER.tsv	MATCH	1410134
coords:7R06	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/7R06.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	bed50170a9408556715aa4e916d47549dac319d4ded56d888879ef447e067605	bed50170a9408556715aa4e916d47549dac319d4ded56d888879ef447e067605	STRUCTURE_REGISTER.tsv	MATCH	5822054
coords:7R08	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/7R08.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	3188ec0c0ef214d06c7401abf525c1d664bb0c92648fc4c2c162f2d0a57ff4b4	3188ec0c0ef214d06c7401abf525c1d664bb0c92648fc4c2c162f2d0a57ff4b4	STRUCTURE_REGISTER.tsv	MATCH	4182241
coords:7UIM	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/rtelem-g2-panels/cache/rcsb_cif/7UIM.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	7d5c63974989bf188110eb7ce57e1ca59f94ce05f11eee1e36bdd6de8053a55a	7d5c63974989bf188110eb7ce57e1ca59f94ce05f11eee1e36bdd6de8053a55a	STRUCTURE_REGISTER.tsv	MATCH	1683644
coords:7UIN	/tmp/claude-1000/g1cif/7UIN.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	a2b7ac82e0fbae430807da04a49e7b796adf784cfe79c1a5f11d2cdb673f9552	a2b7ac82e0fbae430807da04a49e7b796adf784cfe79c1a5f11d2cdb673f9552	STRUCTURE_REGISTER.tsv	MATCH	1805082
coords:7V9U	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/7V9U.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	23ba162f609ab46017812f9da720fd9333a3100fc33384facfa634ff5972bfd2	23ba162f609ab46017812f9da720fd9333a3100fc33384facfa634ff5972bfd2	STRUCTURE_REGISTER.tsv	MATCH	1034459
coords:7V9X	/tmp/claude-1000/g1cif/7V9X.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	bc68a47887e1604893469599708651e1a88d55af0e73ed3d1daa7a87f094c851	bc68a47887e1604893469599708651e1a88d55af0e73ed3d1daa7a87f094c851	STRUCTURE_REGISTER.tsv	MATCH	1177764
coords:7XJG	/tmp/claude-1000/g1cif/7XJG.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	e83497f54d8694385bee0959611ab7225daa8d6b24fba5cb73066dadb18b6dc8	e83497f54d8694385bee0959611ab7225daa8d6b24fba5cb73066dadb18b6dc8	STRUCTURE_REGISTER.tsv	MATCH	1484589
coords:8BGJ	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/columns/cache/cif/8BGJ.cif	deposited coordinates (NA contacts, sequence check)	RAW	STRUCTURE_REGISTER.tsv file_sha256	970ec08a9f242f16b507420a5d979ff5431287dabe04ac57f4eccf87aab466a6	970ec08a9f242f16b507420a5d979ff5431287dabe04ac57f4eccf87aab466a6	STRUCTURE_REGISTER.tsv	MATCH	1162975
